"journal","author_number","count","Discipline","percent"
"Acta Pharm Hung","2",61,"Pharmacology",21.2
"Acta Pharm Hung","3",57,"Pharmacology",19.8
"Acta Pharm Hung","4",32,"Pharmacology",11.1
"Acta Pharm Hung","5+",87,"Pharmacology",30.2
"Acta Pharm Sin","1",11,"Pharmacology",6.3
"Acta Pharm Sin","2",24,"Pharmacology",13.8
"Acta Pharm Sin","3",26,"Pharmacology",14.9
"Acta Pharm Sin","4",18,"Pharmacology",10.3
"Acta Pharm Sin","5+",95,"Pharmacology",54.6
"Acta Pharmacol Sin","1",62,"Pharmacology",2.1
"Acta Pharmacol Sin","2",280,"Pharmacology",9.4
"Acta Pharmacol Sin","3",315,"Pharmacology",10.6
"Acta Pharmacol Sin","4",365,"Pharmacology",12.3
"Acta Pharmacol Sin","5+",1957,"Pharmacology",65.7
"Acta Physiol Hung","1",19,"Physiology",6.6
"Acta Physiol Hung","2",24,"Physiology",8.3
"Acta Physiol Hung","3",39,"Physiology",13.4
"Acta Physiol Hung","4",42,"Physiology",14.5
"Acta Physiol Hung","5+",166,"Physiology",57.2
"Acta Pol Pharm","1",98,"Pharmacology",6.2
"Acta Pol Pharm","2",309,"Pharmacology",19.4
"Acta Pol Pharm","3",362,"Pharmacology",22.8
"Acta Pol Pharm","4",295,"Pharmacology",18.6
"Acta Pol Pharm","5+",525,"Pharmacology",33
"Acta Psychiatr Scand","1",149,"Psychiatry",36
"Acta Psychiatr Scand","2",68,"Psychiatry",16.4
"Acta Psychiatr Scand","3",26,"Psychiatry",6.3
"Acta Psychiatr Scand","4",29,"Psychiatry",7
"Acta Psychiatr Scand","5+",142,"Psychiatry",34.3
"Acta Psychol (Amst)","1",130,"Psychology",8.6
"Acta Psychol (Amst)","2",486,"Psychology",32.3
"Acta Psychol (Amst)","3",457,"Psychology",30.4
"Acta Psychol (Amst)","4",265,"Psychology",17.6
"Acta Psychol (Amst)","5+",165,"Psychology",11
"Acta Radiol","1",144,"Radiology",9.3
"Acta Radiol","2",66,"Radiology",4.3
"Acta Radiol","3",106,"Radiology",6.9
"Acta Radiol","4",180,"Radiology",11.7
"Acta Radiol","5+",1048,"Radiology",67.9
"Acta Reumatol Port","1",49,"Rheumatology",10.4
"Acta Reumatol Port","2",55,"Rheumatology",11.7
"Acta Reumatol Port","3",81,"Rheumatology",17.3
"Acta Reumatol Port","4",86,"Rheumatology",18.3
"Acta Reumatol Port","5+",198,"Rheumatology",42.2
"Acta Trop","1",92,"Tropical Medicine",4.2
"Acta Trop","2",172,"Tropical Medicine",7.8
"Acta Trop","3",242,"Tropical Medicine",11
"Acta Trop","4",278,"Tropical Medicine",12.7
"Acta Trop","5+",1411,"Tropical Medicine",64.3
"Acta Vet Hung","1",13,"Veterinary Medicine",2.1
"Acta Vet Hung","2",52,"Veterinary Medicine",8.3
"Acta Vet Hung","3",85,"Veterinary Medicine",13.6
"Acta Vet Hung","4",99,"Veterinary Medicine",15.8
"Acta Vet Hung","5+",378,"Veterinary Medicine",60.3
"Acta Vet Scand","1",17,"Veterinary Medicine",2.4
"Acta Vet Scand","2",61,"Veterinary Medicine",8.4
"Acta Vet Scand","3",110,"Veterinary Medicine",15.2
"Acta Vet Scand","4",149,"Veterinary Medicine",20.6
"Acta Vet Scand","5+",385,"Veterinary Medicine",53.3
"Actas Dermosifiliogr","1",17,"Dermatology",6
"Actas Dermosifiliogr","2",21,"Dermatology",7.4
"Actas Dermosifiliogr","3",32,"Dermatology",11.3
"Actas Dermosifiliogr","4",52,"Dermatology",18.3
"Actas Dermosifiliogr","5+",162,"Dermatology",57
"Actas Esp Psiquiatr","1",14,"Psychiatry",5.1
"Actas Esp Psiquiatr","2",38,"Psychiatry",13.8
"Actas Esp Psiquiatr","3",46,"Psychiatry",16.7
"Actas Esp Psiquiatr","4",61,"Psychiatry",22.1
"Actas Esp Psiquiatr","5+",117,"Psychiatry",42.4
"Actas Urol Esp","1",27,"Urology",8.4
"Actas Urol Esp","2",27,"Urology",8.4
"Actas Urol Esp","3",26,"Urology",8
"Actas Urol Esp","4",27,"Urology",8.4
"Actas Urol Esp","5+",216,"Urology",66.9
"Acupunct Electrother Res","1",16,"Complementary Therapies",11.1
"Acupunct Electrother Res","2",15,"Complementary Therapies",10.4
"Acupunct Electrother Res","3",22,"Complementary Therapies",15.3
"Acupunct Electrother Res","4",19,"Complementary Therapies",13.2
"Acupunct Electrother Res","5+",72,"Complementary Therapies",50
"Acupunct Med","1",182,"Medicine",24.9
"Acupunct Med","2",124,"Medicine",17
"Acupunct Med","3",95,"Medicine",13
"Acupunct Med","4",92,"Medicine",12.6
"Acupunct Med","5+",238,"Medicine",32.6
"Acute Card Care","1",24,"Cardiology",7.9
"Acute Card Care","2",34,"Cardiology",11.1
"Acute Card Care","3",43,"Cardiology",14.1
"Acute Card Care","4",35,"Cardiology",11.5
"Acute Card Care","5+",169,"Cardiology",55.4
"Acute Med","1",57,"Medicine",20.9
"Acute Med","2",81,"Medicine",29.7
"Acute Med","3",72,"Medicine",26.4
"Acute Med","4",30,"Medicine",11
"Acute Med","5+",33,"Medicine",12.1
"Adapt Phys Activ","1",12,"Unclassified",6.4
"Adapt Phys Activ","2",55,"Unclassified",29.4
"Adapt Phys Activ","3",46,"Unclassified",24.6
"Adapt Phys Activ","4",41,"Unclassified",21.9
"Adapt Phys Activ","5+",33,"Unclassified",17.6
"Addict Behav","1",87,"Substance-Related Disorders",2.7
"Addict Behav","2",463,"Substance-Related Disorders",14.6
"Addict Behav","3",681,"Substance-Related Disorders",21.5
"Addict Behav","4",721,"Substance-Related Disorders",22.8
"Addict Behav","5+",1214,"Substance-Related Disorders",38.3
"Addict Biol","1",38,"Substance-Related Disorders",4.3
"Addict Biol","2",87,"Substance-Related Disorders",9.8
"Addict Biol","3",83,"Substance-Related Disorders",9.4
"Addict Biol","4",115,"Substance-Related Disorders",13
"Addict Biol","5+",564,"Substance-Related Disorders",63.6
"Addict Health","1",7,"Unclassified",4.5
"Addict Health","2",15,"Unclassified",9.7
"Addict Health","3",60,"Unclassified",38.7
"Addict Health","4",35,"Unclassified",22.6
"Addict Health","5+",38,"Unclassified",24.5
"Addict Sci Clin Pract","1",20,"Substance-Related Disorders",13.4
"Addict Sci Clin Pract","2",23,"Substance-Related Disorders",15.4
"Addict Sci Clin Pract","3",26,"Substance-Related Disorders",17.4
"Addict Sci Clin Pract","4",20,"Substance-Related Disorders",13.4
"Addict Sci Clin Pract","5+",60,"Substance-Related Disorders",40.3
"Addiction","1",1306,"Substance-Related Disorders",28.8
"Addiction","2",759,"Substance-Related Disorders",16.7
"Addiction","3",600,"Substance-Related Disorders",13.2
"Addiction","4",493,"Substance-Related Disorders",10.9
"Addiction","5+",1381,"Substance-Related Disorders",30.4
"Adicciones","1",60,"Substance-Related Disorders",17.5
"Adicciones","2",48,"Substance-Related Disorders",14
"Adicciones","3",67,"Substance-Related Disorders",19.5
"Adicciones","4",56,"Substance-Related Disorders",16.3
"Adicciones","5+",112,"Substance-Related Disorders",32.7
"Adipocyte","1",26,"Unclassified",16.4
"Adipocyte","2",33,"Unclassified",20.8
"Adipocyte","3",31,"Unclassified",19.5
"Adipocyte","4",19,"Unclassified",11.9
"Adipocyte","5+",50,"Unclassified",31.4
"Adm Policy Ment Health","1",95,"Psychology",12.1
"Adm Policy Ment Health","2",110,"Psychology",14
"Adm Policy Ment Health","3",132,"Psychology",16.8
"Adm Policy Ment Health","4",148,"Psychology",18.8
"Adm Policy Ment Health","5+",301,"Psychology",38.3
"Adolesc Med Clin","1",42,"Medicine",37.8
"Adolesc Med Clin","2",46,"Medicine",41.4
"Adolesc Med Clin","3",17,"Medicine",15.3
"Adolesc Med Clin","4",5,"Medicine",4.5
"Adolesc Med Clin","5+",1,"Medicine",0.9
"Adolesc Med State Art Rev","1",108,"Medicine",29.5
"Adolesc Med State Art Rev","2",157,"Medicine",42.9
"Adolesc Med State Art Rev","3",62,"Medicine",16.9
"Adolesc Med State Art Rev","4",23,"Medicine",6.3
"Adolesc Med State Art Rev","5+",16,"Medicine",4.4
"Adolescence","1",70,"Pediatrics",16.9
"Adolescence","2",141,"Pediatrics",34
"Adolescence","3",102,"Pediatrics",24.6
"Adolescence","4",57,"Pediatrics",13.7
"Adolescence","5+",45,"Pediatrics",10.8
"Adv Anat Pathol","1",144,"Pathology",25.9
"Adv Anat Pathol","2",206,"Pathology",37.1
"Adv Anat Pathol","3",96,"Pathology",17.3
"Adv Anat Pathol","4",52,"Pathology",9.4
"Adv Anat Pathol","5+",57,"Pathology",10.3
"Adv Appl Microbiol","1",70,"Microbiology",26.1
"Adv Appl Microbiol","2",94,"Microbiology",35.1
"Adv Appl Microbiol","3",60,"Microbiology",22.4
"Adv Appl Microbiol","4",21,"Microbiology",7.8
"Adv Appl Microbiol","5+",23,"Microbiology",8.6
"Adv Biochem Eng Biotechnol","1",115,"Biotechnology",19
"Adv Biochem Eng Biotechnol","2",192,"Biotechnology",31.7
"Adv Biochem Eng Biotechnol","3",114,"Biotechnology",18.8
"Adv Biochem Eng Biotechnol","4",86,"Biotechnology",14.2
"Adv Biochem Eng Biotechnol","5+",98,"Biotechnology",16.2
"Adv Bioinformatics","1",9,"Bioinformatics",5.7
"Adv Bioinformatics","2",26,"Bioinformatics",16.6
"Adv Bioinformatics","3",34,"Bioinformatics",21.7
"Adv Bioinformatics","4",37,"Bioinformatics",23.6
"Adv Bioinformatics","5+",51,"Bioinformatics",32.5
"Adv Biol Regul","1",19,"Cell Biology",11.5
"Adv Biol Regul","2",37,"Cell Biology",22.4
"Adv Biol Regul","3",30,"Cell Biology",18.2
"Adv Biol Regul","4",19,"Cell Biology",11.5
"Adv Biol Regul","5+",60,"Cell Biology",36.4
"Adv Biomed Res","1",15,"Medicine",1.8
"Adv Biomed Res","2",73,"Medicine",8.9
"Adv Biomed Res","3",172,"Medicine",21
"Adv Biomed Res","4",183,"Medicine",22.4
"Adv Biomed Res","5+",375,"Medicine",45.8
"Adv Cancer Res","1",51,"Neoplasms",14.7
"Adv Cancer Res","2",129,"Neoplasms",37.2
"Adv Cancer Res","3",57,"Neoplasms",16.4
"Adv Cancer Res","4",42,"Neoplasms",12.1
"Adv Cancer Res","5+",68,"Neoplasms",19.6
"Adv Cardiol","1",56,"Cardiology",40.3
"Adv Cardiol","2",43,"Cardiology",30.9
"Adv Cardiol","3",21,"Cardiology",15.1
"Adv Cardiol","4",4,"Cardiology",2.9
"Adv Cardiol","5+",15,"Cardiology",10.8
"Adv Child Dev Behav","1",66,"Psychology",28.6
"Adv Child Dev Behav","2",81,"Psychology",35.1
"Adv Child Dev Behav","3",60,"Psychology",26
"Adv Child Dev Behav","4",11,"Psychology",4.8
"Adv Child Dev Behav","5+",13,"Psychology",5.6
"Adv Chronic Kidney Dis","1",249,"Nephrology",33
"Adv Chronic Kidney Dis","2",308,"Nephrology",40.8
"Adv Chronic Kidney Dis","3",120,"Nephrology",15.9
"Adv Chronic Kidney Dis","4",44,"Nephrology",5.8
"Adv Chronic Kidney Dis","5+",33,"Nephrology",4.4
"Adv Clin Chem","1",67,"Chemistry",24.9
"Adv Clin Chem","2",62,"Chemistry",23
"Adv Clin Chem","3",61,"Chemistry",22.7
"Adv Clin Chem","4",34,"Chemistry",12.6
"Adv Clin Chem","5+",45,"Chemistry",16.7
"Adv Clin Exp Med","1",21,"Medicine",4.2
"Adv Clin Exp Med","2",43,"Medicine",8.6
"Adv Clin Exp Med","3",77,"Medicine",15.4
"Adv Clin Exp Med","4",103,"Medicine",20.6
"Adv Clin Exp Med","5+",255,"Medicine",51.1
"Adv Cogn Psychol","1",35,"Psychology",22.2
"Adv Cogn Psychol","2",58,"Psychology",36.7
"Adv Cogn Psychol","3",28,"Psychology",17.7
"Adv Cogn Psychol","4",22,"Psychology",13.9
"Adv Cogn Psychol","5+",15,"Psychology",9.5
"Adv Colloid Interface Sci","1",146,"Chemistry",18.8
"Adv Colloid Interface Sci","2",221,"Chemistry",28.4
"Adv Colloid Interface Sci","3",167,"Chemistry",21.5
"Adv Colloid Interface Sci","4",98,"Chemistry",12.6
"Adv Colloid Interface Sci","5+",146,"Chemistry",18.8
"Adv Drug Deliv Rev","1",283,"Pharmacology",15.5
"Adv Drug Deliv Rev","2",572,"Pharmacology",31.4
"Adv Drug Deliv Rev","3",416,"Pharmacology",22.8
"Adv Drug Deliv Rev","4",253,"Pharmacology",13.9
"Adv Drug Deliv Rev","5+",300,"Pharmacology",16.4
"Adv Emerg Nurs","1",58,"Nursing",24.2
"Adv Emerg Nurs","2",103,"Nursing",42.9
"Adv Emerg Nurs","3",31,"Nursing",12.9
"Adv Emerg Nurs","4",22,"Nursing",9.2
"Adv Emerg Nurs","5+",26,"Nursing",10.8
"Adv Enzyme Regul","1",16,"Biochemistry",6.9
"Adv Enzyme Regul","2",35,"Biochemistry",15.2
"Adv Enzyme Regul","3",36,"Biochemistry",15.6
"Adv Enzyme Regul","4",31,"Biochemistry",13.4
"Adv Enzyme Regul","5+",113,"Biochemistry",48.9
"Adv Exp Med Biol","1",1786,"Medicine",18.3
"Adv Exp Med Biol","2",2422,"Medicine",24.8
"Adv Exp Med Biol","3",1773,"Medicine",18.2
"Adv Exp Med Biol","4",1246,"Medicine",12.8
"Adv Exp Med Biol","5+",2521,"Medicine",25.9
"Adv Food Nutr Res","1",55,"Nutritional Sciences",22.6
"Adv Food Nutr Res","2",105,"Nutritional Sciences",43.2
"Adv Food Nutr Res","3",45,"Nutritional Sciences",18.5
"Adv Food Nutr Res","4",22,"Nutritional Sciences",9.1
"Adv Food Nutr Res","5+",16,"Nutritional Sciences",6.6
"Adv Genet","1",81,"Genetics",25.4
"Adv Genet","2",130,"Genetics",40.8
"Adv Genet","3",58,"Genetics",18.2
"Adv Genet","4",23,"Genetics",7.2
"Adv Genet","5+",27,"Genetics",8.5
"Adv Health Econ Health Serv Res","1",28,"Health Services Research",25
"Adv Health Econ Health Serv Res","2",42,"Health Services Research",37.5
"Adv Health Econ Health Serv Res","3",23,"Health Services Research",20.5
"Adv Health Econ Health Serv Res","4",11,"Health Services Research",9.8
"Adv Health Econ Health Serv Res","5+",8,"Health Services Research",7.1
"Adv Health Sci Educ Theory Pract","1",127,"Nursing",17.7
"Adv Health Sci Educ Theory Pract","2",123,"Nursing",17.2
"Adv Health Sci Educ Theory Pract","3",156,"Nursing",21.8
"Adv Health Sci Educ Theory Pract","4",140,"Nursing",19.6
"Adv Health Sci Educ Theory Pract","5+",170,"Nursing",23.7
"Adv Healthc Mater","1",1,"Medicine",0.1
"Adv Healthc Mater","2",51,"Medicine",5.3
"Adv Healthc Mater","3",75,"Medicine",7.7
"Adv Healthc Mater","4",119,"Medicine",12.3
"Adv Healthc Mater","5+",725,"Medicine",74.7
"Adv Hematol","1",10,"Hematology",4.5
"Adv Hematol","2",48,"Hematology",21.5
"Adv Hematol","3",50,"Hematology",22.4
"Adv Hematol","4",20,"Hematology",9
"Adv Hematol","5+",95,"Hematology",42.6
"Adv Immunol","1",41,"Immunology",13
"Adv Immunol","2",110,"Immunology",34.8
"Adv Immunol","3",70,"Immunology",22.2
"Adv Immunol","4",44,"Immunology",13.9
"Adv Immunol","5+",51,"Immunology",16.1
"Adv Mar Biol","1",29,"Biology",22.1
"Adv Mar Biol","2",33,"Biology",25.2
"Adv Mar Biol","3",21,"Biology",16
"Adv Mar Biol","4",14,"Biology",10.7
"Adv Mar Biol","5+",34,"Biology",26
"Adv Mater Weinheim","1",61,"Biophysics",1
"Adv Mater Weinheim","2",347,"Biophysics",5.5
"Adv Mater Weinheim","3",553,"Biophysics",8.8
"Adv Mater Weinheim","4",729,"Biophysics",11.6
"Adv Mater Weinheim","5+",4596,"Biophysics",73.1
"Adv Med Educ Pract","1",27,"Medicine",8.7
"Adv Med Educ Pract","2",61,"Medicine",19.6
"Adv Med Educ Pract","3",52,"Medicine",16.7
"Adv Med Educ Pract","4",57,"Medicine",18.3
"Adv Med Educ Pract","5+",115,"Medicine",36.9
"Adv Med Sci","1",2,"Medicine",1.4
"Adv Med Sci","2",7,"Medicine",4.8
"Adv Med Sci","3",9,"Medicine",6.1
"Adv Med Sci","4",27,"Medicine",18.4
"Adv Med Sci","5+",102,"Medicine",69.4
"Adv Mind Body Med","1",108,"Medicine",60.3
"Adv Mind Body Med","2",30,"Medicine",16.8
"Adv Mind Body Med","3",11,"Medicine",6.1
"Adv Mind Body Med","4",10,"Medicine",5.6
"Adv Mind Body Med","5+",20,"Medicine",11.2
"Adv Neonatal Care","1",344,"Perinatology",46.5
"Adv Neonatal Care","2",143,"Perinatology",19.4
"Adv Neonatal Care","3",102,"Perinatology",13.8
"Adv Neonatal Care","4",69,"Perinatology",9.3
"Adv Neonatal Care","5+",81,"Perinatology",11
"Adv Neurol","1",126,"Neurology",32.8
"Adv Neurol","2",129,"Neurology",33.6
"Adv Neurol","3",53,"Neurology",13.8
"Adv Neurol","4",34,"Neurology",8.9
"Adv Neurol","5+",42,"Neurology",10.9
"Adv NPs PAs","1",262,"Nursing",85.1
"Adv NPs PAs","2",36,"Nursing",11.7
"Adv NPs PAs","3",5,"Nursing",1.6
"Adv NPs PAs","4",4,"Nursing",1.3
"Adv NPs PAs","5+",1,"Nursing",0.3
"Adv Nurse Pract","1",1075,"Nursing",83.4
"Adv Nurse Pract","2",149,"Nursing",11.6
"Adv Nurse Pract","3",43,"Nursing",3.3
"Adv Nurse Pract","4",12,"Nursing",0.9
"Adv Nurse Pract","5+",10,"Nursing",0.8
"Adv Nutr","1",132,"Nutritional Sciences",23
"Adv Nutr","2",177,"Nutritional Sciences",30.8
"Adv Nutr","3",92,"Nutritional Sciences",16
"Adv Nutr","4",56,"Nutritional Sciences",9.7
"Adv Nutr","5+",118,"Nutritional Sciences",20.5
"Adv Orthop","1",5,"Orthopedics",3.1
"Adv Orthop","2",17,"Orthopedics",10.7
"Adv Orthop","3",20,"Orthopedics",12.6
"Adv Orthop","4",31,"Orthopedics",19.5
"Adv Orthop","5+",86,"Orthopedics",54.1
"Adv Otorhinolaryngol","1",85,"Otolaryngology",21.8
"Adv Otorhinolaryngol","2",145,"Otolaryngology",37.2
"Adv Otorhinolaryngol","3",58,"Otolaryngology",14.9
"Adv Otorhinolaryngol","4",28,"Otolaryngology",7.2
"Adv Otorhinolaryngol","5+",74,"Otolaryngology",19
"Adv Parasitol","1",32,"Parasitology",12.3
"Adv Parasitol","2",64,"Parasitology",24.5
"Adv Parasitol","3",57,"Parasitology",21.8
"Adv Parasitol","4",34,"Parasitology",13
"Adv Parasitol","5+",74,"Parasitology",28.4
"Adv Pediatr","1",76,"Pediatrics",32.2
"Adv Pediatr","2",89,"Pediatrics",37.7
"Adv Pediatr","3",31,"Pediatrics",13.1
"Adv Pediatr","4",17,"Pediatrics",7.2
"Adv Pediatr","5+",23,"Pediatrics",9.7
"Adv Perit Dial","1",30,"Nephrology",6.4
"Adv Perit Dial","2",67,"Nephrology",14.3
"Adv Perit Dial","3",68,"Nephrology",14.5
"Adv Perit Dial","4",63,"Nephrology",13.4
"Adv Perit Dial","5+",242,"Nephrology",51.5
"Adv Pharm Bull","1",6,"Pharmacology",1.7
"Adv Pharm Bull","2",32,"Pharmacology",9
"Adv Pharm Bull","3",74,"Pharmacology",20.8
"Adv Pharm Bull","4",77,"Pharmacology",21.7
"Adv Pharm Bull","5+",166,"Pharmacology",46.8
"Adv Pharmacol","1",103,"Pharmacology",29.7
"Adv Pharmacol","2",98,"Pharmacology",28.2
"Adv Pharmacol","3",66,"Pharmacology",19
"Adv Pharmacol","4",47,"Pharmacology",13.5
"Adv Pharmacol","5+",33,"Pharmacology",9.5
"Adv Pharmacol Sci","1",5,"Pharmacology",3.5
"Adv Pharmacol Sci","2",20,"Pharmacology",14.1
"Adv Pharmacol Sci","3",34,"Pharmacology",23.9
"Adv Pharmacol Sci","4",28,"Pharmacology",19.7
"Adv Pharmacol Sci","5+",55,"Pharmacology",38.7
"Adv Physiol Educ","1",278,"Physiology",34.7
"Adv Physiol Educ","2",196,"Physiology",24.4
"Adv Physiol Educ","3",143,"Physiology",17.8
"Adv Physiol Educ","4",76,"Physiology",9.5
"Adv Physiol Educ","5+",109,"Physiology",13.6
"Adv Protein Chem","1",37,"Biochemistry",25
"Adv Protein Chem","2",63,"Biochemistry",42.6
"Adv Protein Chem","3",25,"Biochemistry",16.9
"Adv Protein Chem","4",12,"Biochemistry",8.1
"Adv Protein Chem","5+",11,"Biochemistry",7.4
"Adv Protein Chem Struct Biol","1",42,"Chemistry",20.3
"Adv Protein Chem Struct Biol","2",56,"Chemistry",27.1
"Adv Protein Chem Struct Biol","3",46,"Chemistry",22.2
"Adv Protein Chem Struct Biol","4",23,"Chemistry",11.1
"Adv Protein Chem Struct Biol","5+",40,"Chemistry",19.3
"Adv Psychosom Med","1",44,"Medicine",37.6
"Adv Psychosom Med","2",41,"Medicine",35
"Adv Psychosom Med","3",16,"Medicine",13.7
"Adv Psychosom Med","4",7,"Medicine",6
"Adv Psychosom Med","5+",9,"Medicine",7.7
"Adv Skin Wound Care","1",534,"Nursing",49.5
"Adv Skin Wound Care","2",129,"Nursing",12
"Adv Skin Wound Care","3",118,"Nursing",10.9
"Adv Skin Wound Care","4",95,"Nursing",8.8
"Adv Skin Wound Care","5+",202,"Nursing",18.7
"Adv Surg","1",33,"General Surgery",11.7
"Adv Surg","2",171,"General Surgery",60.9
"Adv Surg","3",57,"General Surgery",20.3
"Adv Surg","4",13,"General Surgery",4.6
"Adv Surg","5+",7,"General Surgery",2.5
"Adv Ther","1",111,"Therapeutics",9.1
"Adv Ther","2",129,"Therapeutics",10.6
"Adv Ther","3",182,"Therapeutics",14.9
"Adv Ther","4",169,"Therapeutics",13.9
"Adv Ther","5+",627,"Therapeutics",51.5
"Adv Urol","1",27,"Urology",8
"Adv Urol","2",60,"Urology",17.8
"Adv Urol","3",54,"Urology",16
"Adv Urol","4",49,"Urology",14.5
"Adv Urol","5+",147,"Urology",43.6
"Adv Virol","1",9,"Virology",7.8
"Adv Virol","2",17,"Virology",14.8
"Adv Virol","3",19,"Virology",16.5
"Adv Virol","4",16,"Virology",13.9
"Adv Virol","5+",54,"Virology",47
"Adv Virus Res","1",57,"Virology",21.1
"Adv Virus Res","2",99,"Virology",36.7
"Adv Virus Res","3",58,"Virology",21.5
"Adv Virus Res","4",25,"Virology",9.3
"Adv Virus Res","5+",31,"Virology",11.5
"Aerosp Med Hum Perform","1",73,"Medicine",27.7
"Aerosp Med Hum Perform","2",44,"Medicine",16.7
"Aerosp Med Hum Perform","3",35,"Medicine",13.3
"Aerosp Med Hum Perform","4",32,"Medicine",12.1
"Aerosp Med Hum Perform","5+",80,"Medicine",30.3
"Aesthet Surg","1",617,"General Surgery",33.7
"Aesthet Surg","2",351,"General Surgery",19.2
"Aesthet Surg","3",265,"General Surgery",14.5
"Aesthet Surg","4",238,"General Surgery",13
"Aesthet Surg","5+",360,"General Surgery",19.7
"Aesthetic Plast Surg","1",322,"General Surgery",16.6
"Aesthetic Plast Surg","2",303,"General Surgery",15.7
"Aesthetic Plast Surg","3",366,"General Surgery",18.9
"Aesthetic Plast Surg","4",320,"General Surgery",16.5
"Aesthetic Plast Surg","5+",623,"General Surgery",32.2
"Afr Health Sci","1",110,"Medicine",16.1
"Afr Health Sci","2",100,"Medicine",14.7
"Afr Health Sci","3",130,"Medicine",19.1
"Afr Health Sci","4",110,"Medicine",16.1
"Afr Health Sci","5+",232,"Medicine",34
"Afr J AIDS Res","1",156,"AIDS",33.3
"Afr J AIDS Res","2",113,"AIDS",24.1
"Afr J AIDS Res","3",72,"AIDS",15.4
"Afr J AIDS Res","4",47,"AIDS",10
"Afr J AIDS Res","5+",81,"AIDS",17.3
"Afr J Paediatr Surg","1",42,"Pediatrics",8
"Afr J Paediatr Surg","2",89,"Pediatrics",16.9
"Afr J Paediatr Surg","3",86,"Pediatrics",16.3
"Afr J Paediatr Surg","4",115,"Pediatrics",21.8
"Afr J Paediatr Surg","5+",196,"Pediatrics",37.1
"Afr J Prim Health Care Fam Med","1",18,"Medicine",9.9
"Afr J Prim Health Care Fam Med","2",58,"Medicine",32
"Afr J Prim Health Care Fam Med","3",60,"Medicine",33.1
"Afr J Prim Health Care Fam Med","4",23,"Medicine",12.7
"Afr J Prim Health Care Fam Med","5+",22,"Medicine",12.2
"Afr J Reprod Health","1",136,"Reproductive Medicine",21.2
"Afr J Reprod Health","2",143,"Reproductive Medicine",22.2
"Afr J Reprod Health","3",113,"Reproductive Medicine",17.6
"Afr J Reprod Health","4",94,"Reproductive Medicine",14.6
"Afr J Reprod Health","5+",157,"Reproductive Medicine",24.4
"Afr J Tradit Complement Altern Med","1",31,"Medicine",5.2
"Afr J Tradit Complement Altern Med","2",71,"Medicine",12
"Afr J Tradit Complement Altern Med","3",111,"Medicine",18.8
"Afr J Tradit Complement Altern Med","4",115,"Medicine",19.5
"Afr J Tradit Complement Altern Med","5+",263,"Medicine",44.5
